house_name,location,bedroom_count,bathroom_count,carport_count,price,land_area (m2),building_area (m2),category
Rumah Pasteur Bonus Furnished Exclusive 1.3KM SMAN 13 Andir Cibeureum,"Andir, Bandung",12,3,2,1990000000,104,125,rumah
Rumah Pasteur Bonus Furnished Exclusive 1.3KM SMAN 13 Andir Cibeureum,"Andir, Bandung",4,3,2,1990000000,104,125,rumah
Dijual rumah jalan rajawali sakti hunian nyaman dan aman,"Andir, Bandung",3,2,1,2500000000,180,110,rumah
"RUMAH 2 LANTAI HITUNG TANAH LUAS COCOK BUAT HOME INDUSTRI, KOST KOST AN, RUANG USAHA ATAU GUDANG DEKAT BANDARA HUSEIN","Andir, Bandung",6,3,0,1350000000,180,160,kos
JUAL RUMAH SUMBERSARI,"Andir, Bandung",4,3,0,2250000000,180,200,rumah
Rumah Komplek DADALI Bandung,"Andir, Bandung",3,2,1,2500000000,200,150,rumah
Dijual Rumah Hunian Nyaman Lokasi di Maltra Residence Maleber Utara Bandung,"Andir, Bandung",3,2,2,2300000000,137,170,rumah
Rumah Murah Dibawah Njop Lokasi Strategis Sayap Jl Elang Bandung,"Andir, Bandung",3,2,1,1100000000,129,98,rumah
Jual Cepat Rumah Harga Murah Area Komersil ,"Andir, Bandung",6,10,10,13700000000,470,900,rumah
Dijual Rumah Bagus Di Cempaka Hijau Bandung,"Andir, Bandung",2,2,0,1300000000,137,160,rumah
Dijual Rumah Tinggal Rajawali Timur Main Road Dekat Pasar Andir ,"Andir, Bandung",5,4,6,7900000000,500,574,rumah
RUMAH TENGAH KOTA FULL FURNISHED DEKAT BPK PENABUR SUDIRMAN,"Andir, Bandung",3,2,1,1800000000,70,116,rumah
RUMAH CLUSTER TENGAH KOTA MINIMALIS MODERN ONE GATE SISTEM DEKAT PASKAL HYPERSQUARE,"Andir, Bandung",2,1,0,890000000,40,39,rumah
Rumah di Jalan utama Rajawali Timur 2 Lantai SHM dan Terawat,"Andir, Bandung",5,4,4,7900000000,500,574,rumah
Di bantu Nego sampe deal ‼️ rumah jl elang,"Andir, Bandung",3,2,0,1200000000,126,98,rumah
Rumah Cluster Minimalis Di Suryani Sayap Sudirman Kota Bandung,"Andir, Bandung",2,1,1,890000000,78,45,rumah
RUMAH BARU CANTIK SIAP HUNI,"Andir, Bandung",2,1,0,850000000,100,40,rumah
Jual Cepat Rumah di Maleber Rajawali Bisa Untuk Usaha,"Andir, Bandung",5,2,3,3300000000,350,258,rumah
Dijual rumah nyaman terawat siap huni Andir Bandung ,"Andir, Bandung",4,2,1,3800000000,219,200,rumah
Rumah 2 Lantai Terawat Dekat Bandara di Komplek Dadali Bandung,"Andir, Bandung",4,3,1,5500000000,400,420,rumah
"RUMAH LUAS TENGAH KOTA DEKAT PASKAL HYPERSQUARE, BINUS DAN TOL PASIRKOJA","Andir, Bandung",5,3,0,4000000000,184,234,rumah
Rumah Hitung Tanah Strategis di Pusat Usaha Bandung Kota Dulatip,"Andir, Bandung",3,2,0,5000000000,107,100,rumah
Rumah Hitung Tanah Strategis di Pusat Kota Bandung Jalan Dulatip,"Andir, Bandung",3,2,0,5000000000,107,100,rumah
Rumah di Kawasan Andir Kota Bandung,"Andir, Bandung",4,2,0,4500000000,404,250,rumah
"Rumah Hitung Tanah Untuk Kost Sayap Rajawali Timur Ciroyom, Andir","Andir, Bandung",2,1,0,550000000,140,140,kos
"Rumah Tua Lama Hitung Tanah Sayap Rajawali Timur, Ciroyom, Andir","Andir, Bandung",2,1,0,550000000,140,140,rumah
Dijual Rumah Hanya Hitung Tanah Elang Andir,"Andir, Bandung",3,1,0,3100000000,274,18,rumah
Jual Rumah Perumahan Bumi Indah Bandung ,"Andir, Bandung",3,2,1,1450000000,98,87,rumah
Jual rumah minimalis modern bebas banjir dibandung,"Andir, Bandung",4,2,1,512000000,120,80,rumah
RUMAH LUAS HITUNG TANAH SAJA DEKAT BANDARA HUSEIN,"Andir, Bandung",7,2,0,700000000,138,138,rumah
Di Jual Rumah Besar Bisa Di Pake Usaha Di Jl Elang ,"Andir, Bandung",3,3,1,2900000000,183,300,rumah
Rumah 2 Lantai Akses Jalan 2 Mobil di Rajawali Sakti Bandung,"Andir, Bandung",4,1,0,1100000000,97,90,rumah
Rumah Dadali,"Andir, Bandung",3,3,2,2500000000,210,150,rumah
Di Jual Rumah Lokasi Strategis Tengah Kota di Sayap Sudirman ,"Andir, Bandung",5,3,0,3950000000,184,234,rumah
Rumah luas tengah kota sayap rajawali barat,"Andir, Bandung",4,3,0,1620000000,156,120,rumah
RUMAH TERAWAT SIAP HUNI TENGAH KOTA DEKAT ADA CARPORT SAYAP RAJAWALI,"Andir, Bandung",2,1,0,648000000,96,96,rumah
RUMAH TENGAH KOTA LUAS STRATEGIS,"Andir, Bandung",4,1,0,1100000000,97,90,rumah
"RUMAH MURAH TENGAH KOTA BANDUNG SAYAP GARUDA DEKAT BANDARA HUSEIN, MINIMARKET.","Andir, Bandung",1,1,0,375000000,75,55,rumah
Rumah luas hitung tanah tengah kota dekat Bandara,"Andir, Bandung",7,2,0,700000000,138,138,rumah
"RUMAH 3 LANTAI+ ROOFTOP BONUS GUDANG, BISNIS MENGUNTUNGKAN YANG SUDAH BERJALAN SAYAP RAJAWALI","Andir, Bandung",13,8,0,19000000000,1016,1600,rumah
"RUMAH LUAS TENGAH KOTA SAYAP JENDERAL SUDIRMAN DEKAT PASKAL 23, BINUS DAN TOL PASIRKOJA","Andir, Bandung",5,3,0,4000000000,184,234,rumah
RUMAH STRATEGIS TENGAH KOTA  DEKAT MALL PASKAL 23 DAN SEKOLAH,"Andir, Bandung",4,3,0,3390000000,150,200,rumah
RUMAH STRATEGIS PUSAT KOTA BANDUNG,"Andir, Bandung",5,2,1,2100000000,189,140,rumah
"Rumah Bagus Unfurnished Sertifikat Hak Milik di Rajawali, Bandung","Andir, Bandung",9,3,1,10500000000,660,200,rumah
Rumah Bagus Pagarsih Bandung,"Andir, Bandung",4,2,0,1500000000,268,165,rumah
For Sale Rumah Minimalis di Town House Andir,"Andir, Bandung",3,2,0,1600000000,70,116,rumah
For Sale Rumah Cantik Minimalis di Town House Andir,"Andir, Bandung",3,2,0,1600000000,70,116,rumah
"Rumah Baru Siap Huni di Town House Andir, Bandung Kota","Andir, Bandung",3,2,1,1600000000,70,116,rumah
"Dijual Cepat Rumah Town House Siap Huni, 2 Lantai Bagus, Unfurnished, di Andir, Bandung","Andir, Bandung",3,2,1,1600000000,70,116,rumah
Dijual gedung bekas yamaha terawat Andir Bandung,"Andir, Bandung",2,2,8,53900000000,2750,1500,unknown
Dijual Turun Harga Rumah Nyaman Tengah Kota di Komplek Dadali,"Andir, Bandung",3,2,2,5000000000,300,200,rumah
DIJUAL RUMAH ASRI CANTIK MINIMALIS 2LANTAI DI RAJAWALI ANDIR,"Andir, Bandung",4,2,1,1600000000,89,145,rumah
Rumah Di Komplek Elang,"Andir, Bandung",3,2,1,1700000000,126,98,rumah
Rumah Strategis Di Maleber Barat,"Andir, Bandung",8,4,3,6000000000,745,168,rumah
Sayap Rajawali Timur Dijual Rumah Hitung Tanah,"Andir, Bandung",2,3,1,2000000000,158,150,rumah
Cibeureum Cluster Gallery West Sudirman Dijual Rumah 2 lantai Minimalis Siap Huni,"Andir, Bandung",4,2,0,1370000000,72,100,rumah
"Dijual Rumah di Jl. Kiwi, Bandung","Andir, Bandung",7,4,2,5600000000,364,500,rumah
"Dijual Rumah di Jl. Kiwi, Kota Bandung","Andir, Bandung",7,4,2,5600000000,364,500,rumah
DIJUAL RUMAH ASRI CANTIK MINIMALIS 2LANTAI DI RAJAWALI ANDIR,"Andir, Bandung",4,2,1,1600000000,89,145,rumah
"Rumah Layak Huni Lokasi Tengah Kota di Maleber Impres, Rajawali","Andir, Bandung",3,2,2,550000000,103,96,rumah
"Pasti Bikin Jatuh Cinta Rumahnya Bersih Terawat Dengan Sempurna di Tengah Kota Bandung, Komplek Dadali","Andir, Bandung",5,4,0,5500000000,392,260,rumah
Rumah 2 Lantai pusat kota dekat bandara husen garuda pajajaran bandung,"Andir, Bandung",0,0,0,950000000,72,90,rumah
"Stok Terbatas Nih... Rumah Tengah Kota, Sangat Strategis Area Cibadak","Andir, Bandung",4,4,1,3600000000,127,250,rumah
Rumah Lokasi Pusat Kota Cocok Untuk Toko di Pasar Baru,"Andir, Bandung",3,1,0,3900000000,120,120,rumah
Rumah Bagus Perumahan Cempaka Hijau,"Andir, Bandung",2,2,1,1400000000,137,160,rumah
Rumah 3 Lantai Dekat Perkantoran dan Pendidikan ,"Andir, Bandung",3,2,1,950000000,72,120,rumah
Rumah mainroad pajajaran bandung,"Andir, Bandung",3,2,4,400000000,370,240,rumah
Rumah Pusat Kota di Komplek Dadali Dekat Paskal Hyper Square,"Andir, Bandung",3,2,0,8000000000,399,304,rumah
Jual Cepat Rumah di Maleber Rajawali Bisa Untuk Usaha,"Andir, Bandung",5,2,3,3300000000,350,258,rumah
Tengah Kota ! Rumah Siap Huni Komplek Dadali,"Andir, Bandung",5,4,0,5500000000,400,260,rumah
Dijual Rumah Sangat Bagus Dan Nyaman Siap Huni Disayap Rajawali,"Andir, Bandung",2,3,1,3250000000,184,300,rumah
"Pasti Bikin Jatuh Cinta Rumahnya Bersih Terawat Dengan Sempurna di Tengah Kota Bandung, Komplek Dadali","Andir, Bandung",5,4,0,5500000000,392,260,rumah
Jual Cepat Rumah di Maleber Rajawali Bisa Untuk Usaha,"Andir, Bandung",5,2,3,3300000000,350,258,rumah
Rumah Sayap Sudirman Bandung Dekat Sudirman Ballroom,"Andir, Bandung",3,2,2,1800000000,140,90,rumah
Rumah di daerah sayap rajawali hitung tanah saja sedang berjalan buat kost,"Andir, Bandung",0,0,0,1250000000,238,150,kos
Rumah Halteu Utara Cocok Untuk Usaha Letak Strategis,"Andir, Bandung",3,2,5,3200000000,346,220,rumah
"Rumah Bagus Unfurnished SHM di Garuda Mainroad , Bandung","Andir, Bandung",6,2,4,9000000000,389,350,rumah
Rumah Cantik Cibeureum Andir Dekat Rajawali Bandung,"Andir, Bandung",2,2,1,950000000,72,65,rumah
Rumah Cantik Cibeureum Andir Dekat Rajawali Bandung,"Andir, Bandung",2,2,1,950000000,72,65,rumah
Rumah Bersih Terawat Siap Huni Di Halteu Utara,"Andir, Bandung",3,1,2,550000000,122,70,rumah
Rumah Strategis Area Kota di Rajawali Sakti,"Andir, Bandung",11,10,2,3600000000,243,330,rumah
Rumah Strategis Tengah Kota di Halteu Selatan,"Andir, Bandung",3,2,1,1200000000,120,110,rumah
Rumah Lokasi Strategis Dekat Pasar di Ciroyom,"Andir, Bandung",4,2,0,1500000000,110,150,rumah
"Rumah Sayap Garuda Dekat Maleber, Sudirman, Pajajaran Bandung","Andir, Bandung",4,3,0,1700000000,90,180,rumah
Jual Cepat Rumah Jalan Rajawali Bandung,"Andir, Bandung",2,1,0,450000000,74,70,rumah
Rumah Murah Area Rajawali Bandung,"Andir, Bandung",2,1,0,450000000,74,70,rumah
Rumah dua lantai minimalis modern di perkotaan  bandung,"Andir, Bandung",2,2,1,1400000000,139,105,rumah
Rumah 2 Lantai Strategis SHM Komplek Cempaka Hijau Bandung,"Andir, Bandung",2,2,1,1300000000,137,160,rumah
Rumah Cluster Tropis Minimalis Furnished Andir Bandung,"Andir, Bandung",3,3,3,1650000000,136,200,rumah
Rumah Tropis Minimalis Strategis Andir Bandung,"Andir, Bandung",3,3,3,1650000000,136,200,rumah
"Rumah 2,5 Lantai Komplek Kertalaksana Andir Kota Bandung ","Andir, Bandung",2,2,1,3500000000,202,400,rumah
MAINROAD ANDIR,"Andir, Bandung",5,3,1,4250000000,404,300,unknown
FOR SALE Rumah Komp Maltra Residence (Jl Maleber Utara),"Andir, Bandung",4,3,2,1900000000,168,130,rumah
Rumah Indah sayap garuda pusat kota dekat bandara,"Andir, Bandung",4,3,0,1600000000,111,200,rumah
Rumah Minimalis Cempaka Hijau Sayap Rajawali,"Andir, Bandung",1,2,0,950000000,72,65,rumah
Rumah di Perumahan Indah Modern Andir TownHouse,"Andir, Bandung",4,2,0,1330000000,61,90,rumah
Rumah Minimalis2 Lantai  Town House Andir di dekat Pusat Kota Bandung,"Andir, Bandung",4,3,1,968000000,41,68,rumah
"Rumah Lux Furnished, Andir Bandung","Andir, Bandung",4,3,0,17000000000,612,503,rumah
"Rumah Tua sayap Rajawali, kec Andir, bisa utk usaha","Andir, Bandung",4,2,0,2900000000,348,200,rumah
Rumah Burung Tungku Maleber Andir,"Andir, Bandung",4,3,0,4500000000,280,330,rumah
Rumah besar di jln Moh Fatah Andir Bandung,"Andir, Bandung",10,6,0,1450000000,180,350,rumah
Dijual Rumah Posisi Tusuk Sate Di Garuda Kota Bandung,"Andir, Bandung",5,4,0,5300000000,270,160,rumah
Rumah Mewah 2 Lantai Cluster Kertalaksana di Jalan Andir Dalam Kota Bandung,"Andir, Bandung",4,3,4,3800000000,202,300,rumah
"Jual Rumah Cantik Siap Huni di Dadali, Bandung","Andir, Bandung",3,2,0,3700000000,250,200,rumah
"Rumah Bagus SHM di Andir, Bandung","Andir, Bandung",3,2,0,550000000,125,115,rumah
"Jual Rumah Nyaman di Kompleks Kertalaksana, Andir, Bandung","Andir, Bandung",4,3,0,3600000000,202,300,rumah
Dijual cepat rumah murah di pusat kota bandung jarang ada 2 Lantai SHM Bagus,"Andir, Bandung",2,2,1,1400000000,137,160,rumah
Rumah Di Perumahan Cempaka Andir Tengah Kota Bandung Pisan Loh,"Andir, Bandung",2,2,1,1400000000,137,160,rumah
"Pasti Bikin Jatuh Cinta Rumahnya Bersih Terawat Dengan Sempurna di Tengah Kota Bandung, Komplek Dadali","Andir, Bandung",5,4,0,5500000000,392,260,rumah
"Pasti Bikin Jatuh Cinta Rumahnya Bersih Terawat Dengan Sempurna di Tengah Kota Bandung, Komplek Dadali","Andir, Bandung",5,4,0,5500000000,392,260,rumah
rumah cantik semi furnished siap huni di pusat kota Bandung,"Andir, Bandung",4,2,2,1800000000,170,210,rumah
RUMAH DI MAINROAD JALAN ANDIR BANDUNG,"Andir, Bandung",4,2,0,4500000000,404,300,rumah
"Rumah di sayap rajawali, akses motor ,lokasi strategis","Andir, Bandung",3,2,0,550000000,125,115,rumah
Dijual Property Rumah Hitung Tanah Mainroad di Jend Sudirman,"Andir, Bandung",1,1,0,20000000000,235,235,rumah
"Dijual Rumah Hunian Tua Siap Huni di Ciroyom, Bandung","Andir, Bandung",4,1,0,850000000,84,120,rumah
"Rumah Strategis di Komplek Dadali Bandung Dkt Rs , Stasiun Kereta","Andir, Bandung",4,3,0,5800000000,400,400,rumah
DIJUAL RUMAH TERAWAT STRATEGIS TENGAH KOTA DI DADALI BANDUNG,"Andir, Bandung",4,2,4,3500000000,240,200,rumah
Jual Ruko Andir Tengah Kota Bandung ,"Andir, Bandung",0,2,0,2900000000,131,260,ruko
Dijual Rumah Hunian Tua Nyaman di Daerah Ciroyom Bandung,"Andir, Bandung",4,1,0,850000000,84,120,rumah
Rumah Baru Cantik Siap Huni di Andir Town House Bandung,"Andir, Bandung",2,2,1,1000000000,39,52,rumah
"5,6 M Nego Rumah Besar di Kompleks Dadali Rajawali Lt 394 M2 Lb 420 M2","Andir, Bandung",0,0,0,5600000000,394,420,rumah
Rumah Pasteur Bonus Furnished Exclusive 1.3KM SMAN 13 Andir Cibeureum,"Andir, Bandung",4,3,2,1990000000,104,125,rumah
Rumah Pasteur Bonus Furnished Exclusive 1.3KM SMAN 13 Andir Cibeureum,"Andir, Bandung",4,2,2,1990000000,104,125,rumah
Dijual Rumah 1.5 Lantai di Sumber Sari,"Andir, Bandung",2,2,0,2100000000,177,162,rumah
Rumah Mewah Siap Huni Bagus Terawat Cantik Di Komplek Dadali,"Andir, Bandung",6,4,0,8900000000,414,300,rumah
RUKO 2.5 Lt strategis jl. ELANG batas KOTA dkt pool DAMRI  bdg,"Andir, Bandung",2,2,1,580000000,30,80,ruko
Dijual Rumah Cocok Untuk Usaha di Andir Bandung,"Andir, Bandung",4,3,2,850000000,84,120,rumah
RUMAH MURAH BISA DIJADIKAN KOS”AN,"Andir, Bandung",11,3,0,1300000000,176,176,kos
"Harga Bisa Di Pres, Rumah Masih Nego Di Tengah Kota Daerah Kurdi Bandung Dijual","Astanaanyar, Bandung",4,4,1,4150000000,306,400,rumah
JUAL RUMAH SIAP HUNI DI KARASAK,"Astanaanyar, Bandung",4,2,1,1300000000,145,150,rumah
Rumah kost di Astanya Anyar tengah kota Bandung,"Astanaanyar, Bandung",24,8,0,2550000000,233,326,kos
Jual Rumah Bangunan Kokoh Sayap Astana Anyar,"Astanaanyar, Bandung",2,2,0,2200000000,135,200,rumah
Rumah tengah kota cocok untuk usaha,"Astanaanyar, Bandung",2,4,0,6850000000,483,600,rumah
Cepat Rumah Kost kostan Lokasi di Astana Anyar Tengah Kota Bandung,"Astanaanyar, Bandung",24,8,0,2250000000,233,326,kos
JUAL RUMAH DI SAYAP MOH. TOHA ,"Astanaanyar, Bandung",3,2,1,1400000000,147,132,rumah
"Rumah Sejuk Bikin Betah Lokasi Komplek Kurdi, Bandung","Astanaanyar, Bandung",3,3,2,1950000000,122,150,rumah
Cluster Astana Anyar Bandung -  Bangunan Bagus Dalam Cluster Siap Huni - Turun Harga Jual Cepat (Good Invest),"Astanaanyar, Bandung",4,3,1,1640000000,75,140,unknown
"Astanaanyar, Kota Bandung. Dijual Rumah Siap Huni di Kota Bandung","Astanaanyar, Bandung",4,3,1,1900000000,251,160,rumah
Rumah Tengah Kota Astana anyar Dijual Cepat Murah,"Astanaanyar, Bandung",3,2,0,865000000,65,225,rumah
"Rumah Hitung Tanah di Nyengseret, Bandung Kota","Astanaanyar, Bandung",3,1,2,1300000000,140,120,rumah
Rumah Di Sayap Pagarsih,"Astanaanyar, Bandung",5,4,2,4000000000,239,400,rumah
Rumah Kost Dekat Pusat Kota Di Astanaanyar Bandung O2803,"Astanaanyar, Bandung",20,20,0,2170000000,157,252,kos
ISTIMEWA RUMAH KURDI  CEPAT!,"Astanaanyar, Bandung",5,3,0,5500000000,312,650,rumah
RUMAH PAJAGALAN ASTANA ANYAR / SIAP PAKAI,"Astanaanyar, Bandung",2,1,0,600000000,76,60,rumah
For Sale Rumah Usaha 2 Lantai di Kalipah Apo Bandung,"Astanaanyar, Bandung",4,3,3,12000000000,305,500,rumah
Dijual Rumah Nyaman Furnish Nyaman di Jati Permai Townhouse,"Astanaanyar, Bandung",4,3,2,2300000000,134,200,rumah
"JUAL RUMAH ASTANAANYAR HITUNG HARGA TANAH, BANDUNG KOTA. ","Astanaanyar, Bandung",5,2,3,3400000000,311,264,rumah
Rumah Strategis Tengah Kota Jalan Rasdan Astanaanyar Bandung,"Astanaanyar, Bandung",3,1,1,1200000000,177,120,rumah
Rumah terawat mainroad kopo Immanuel bandung,"Astanaanyar, Bandung",6,3,2,5500000000,328,400,rumah
Dijual Rumah Hitung Tanah Di Kebon Manggu Kota Bandung,"Astanaanyar, Bandung",19,5,0,1100000000,99,190,rumah
Rumah di Jl sayap pagarsih 2 Lantai,"Astanaanyar, Bandung",2,1,0,500000000,50,71,rumah
Rumah baru homey 1 lantai dekat terminal Leuwipanjang ,"Astanaanyar, Bandung",3,2,1,2500000000,235,175,rumah
Dijual Turun Harga Rumah Minimalis Tengah Kota di Sayap Pajagalan,"Astanaanyar, Bandung",2,1,1,1300000000,118,100,rumah
Dijual Rumah 2 Lantai Pusat Kota Strategis di Karasak,"Astanaanyar, Bandung",2,2,0,985000000,101,160,rumah
Rumah Siap Huni 2 Lantai di Astana Anyar Bandung Kota,"Astanaanyar, Bandung",4,3,1,2500000000,96,192,rumah
"Rumah 2 Lantai Bagus Unfurnished SHM di Karasak, Bandung","Astanaanyar, Bandung",2,2,0,958000000,101,160,rumah
Rumah Itung Tanah di Pusat Kota Bandung,"Astanaanyar, Bandung",2,1,0,550000000,87,60,rumah
Rumah Luas Hook Siap Huni di Muara Baru Bandung,"Astanaanyar, Bandung",3,2,1,2600000000,234,137,rumah
"Rumah Sejuk Bikin Betah Lokasi Komplek Kurdi, Bandung","Astanaanyar, Bandung",3,3,0,1950000000,122,150,rumah
Terawat Banget Bikin Betah Dan Nyaman Tinggal di Rumah Komplek Kurdi Mohamad Toha Ini,"Astanaanyar, Bandung",4,3,1,3100000000,200,350,rumah
Rumah Main Road Astana Anyar Cocok Banget Untuk Usaha,"Astanaanyar, Bandung",3,1,0,1200000000,90,110,rumah
Rumah Minimalis 2 Lantai Tengah Kota Cluster Jatipermai Area Sayap Bkr Atau Sayap Soeta,"Astanaanyar, Bandung",4,3,0,2500000000,91,200,rumah
"Dijual Cepat Rumah Strategis di Komplek Jati Permai, Sayap Kurdi","Astanaanyar, Bandung",2,1,0,1600000000,97,153,rumah
Rumah Kost Dekat Pusat Kota Di Astanaanyar Bandung O2803,"Astanaanyar, Bandung",20,20,0,2170000000,157,252,kos
Rumah Kost 2 Lantai Masuk Gang Kalipah Apo Roi Tinggi Bandung,"Astanaanyar, Bandung",24,8,0,2150000000,233,326,kos
Dijual Rumah Cantik Terawat Di Jalan Natawijaya Bandung,"Astanaanyar, Bandung",3,2,0,1600000000,129,100,rumah
"Rumah Siap Huni di Pusat Kota di Astana Anyar, Bandung","Astanaanyar, Bandung",5,3,2,1900000000,106,240,rumah
Dijual Rumah Cantik Di Dalam Komplek Tegalega,"Astanaanyar, Bandung",3,2,0,1650000000,97,140,rumah
Murah !! Rumah pusat kota siap huni di Astanaanyar,"Astanaanyar, Bandung",5,3,2,1900000000,106,240,rumah
Rumah Dijual Modern Siap Huni di Astana Anyar,"Astanaanyar, Bandung",5,3,0,1900000000,106,240,rumah
Dijual Rumah di Komplek Muara Sari Bandung 2 Lantai,"Astanaanyar, Bandung",4,3,2,1700000000,157,145,rumah
Dijual Rumah Di Komplek Kurdi Bandung ,"Astanaanyar, Bandung",0,2,1,2850000000,200,150,rumah
Rumah harga terjangkau dan free desain hanya DI CLUSTER BUMI KRESNA ASRI LOH.KAPAN LAGI COBA?,"Astanaanyar, Bandung",2,1,1,150000000,60,36,rumah
"Rumah Cantik 2,5Lantai Siap Huni Pusat Kota Sayap Astana Anyar","Astanaanyar, Bandung",3,2,1,1550000000,75,140,rumah
Jual rumah kost pusat kota di Astana anyar bandung tengah,"Astanaanyar, Bandung",24,8,15,2800000000,233,326,kos
Hotel Cantik Mewah Terawat Strategis Di Mohammad Toha,"Astanaanyar, Bandung",38,38,0,9400000000,724,1777,hotel
Rumah Cozy dan Asri di Sayap Astana Anyar,"Astanaanyar, Bandung",3,2,1,1550000000,75,140,rumah
Rumah 2 Lantai di Sayap Tegallega Bandung ,"Astanaanyar, Bandung",4,2,1,1650000000,97,140,rumah
Dijual rumah  di sayap Tegallega Bandung 2 Lantai,"Astanaanyar, Bandung",4,2,1,1650000000,97,140,rumah
Dijual Rumah Baru Minimalis Pagarsih Bandung,"Astanaanyar, Bandung",2,1,0,1600000000,181,68,rumah
Rumah Dijual Sayap Astana Anyar Bandung Tengah Kota,"Astanaanyar, Bandung",3,2,1,1550000000,75,140,rumah
Dijual Rumah Di Sayap Astanaanyar,"Astanaanyar, Bandung",1,1,0,350000000,70,70,rumah
Rumah SHM Bagus di jalan kurdi moh toha bandung,"Astanaanyar, Bandung",3,2,1,2500000000,180,150,rumah
"Rumah Dijual Semi Furnish 2 Lantai di Sayap Astanaanyar , Bandung","Astanaanyar, Bandung",3,2,1,1550000000,75,140,rumah
Rumah Tengah Kota Area Kopo Imanuel Astana Anyar Pasirkoja,"Astanaanyar, Bandung",3,2,1,1850000000,221,250,rumah
Jual Nego Rumah siap huni di Sayap Astana Anyar,"Astanaanyar, Bandung",5,3,2,1900000000,106,240,rumah
"Rumah Siap Huni Lokasi Bebas Banjir di H. Idrus, Pagarsih","Astanaanyar, Bandung",3,1,0,1500000000,91,80,rumah
Dijual Rumah Cantik dan Nyaman di Sayap Astana Anyar,"Astanaanyar, Bandung",3,2,0,1600000000,75,140,rumah
"Dijual Rumah Kosan di Pusat Kota Jl Karasak, Moh Toha","Astanaanyar, Bandung",20,20,0,1750000000,212,325,kos
Rumah Siap Huni Mainroad Pajagalan Sayap Alun Alun Bandung,"Astanaanyar, Bandung",3,3,1,3950000000,127,250,rumah
"Rumah 2,5 Lantai Terawat Nyaman Dan Aman di Astana Anyar","Astanaanyar, Bandung",10,7,0,3900000000,225,450,rumah
"Rumah Lama Tengah Kota di Jl.astana Anyar, Bandung","Astanaanyar, Bandung",4,2,0,650000000,82,100,rumah
"Rumah Strategis di Karasak, Astana Anyar, Bandung Tengah","Astanaanyar, Bandung",2,2,1,1100000000,94,120,rumah
Jual Rumah Tengah Kota di Sayap Astana Anyar,"Astanaanyar, Bandung",5,4,0,12000000000,483,550,rumah
Hotel Aktif Bintang 3 Furnished Dekat Alun Alun Bandung,"Astanaanyar, Bandung",53,60,40,50000000000,1100,3000,hotel
Rumah 2.5 lantai di Karasak Utara Bandung,"Astanaanyar, Bandung",4,3,1,950000000,84,200,rumah
Dijual rumah belanda lokasi strategis Astanaanyar,"Astanaanyar, Bandung",5,4,30,33000000000,915,450,rumah
Rumah Langka Sangat Strategis di Sayap Astanaanyar Bandung Tengah,"Astanaanyar, Bandung",3,2,1,1600000000,75,140,rumah
"Rumah Nyaman Terawat Dekat Jalan Utama di Jati Permai, Inhoftank","Astanaanyar, Bandung",4,4,0,2500000000,131,200,rumah
"Dijual rumah cantik siap huni, lokasi tengah kota dekat Kurdi ( S )","Astanaanyar, Bandung",4,3,1,2500000000,121,200,rumah
Rumah Luas Dengan Taman di Komplek Taman Sakura,"Astanaanyar, Bandung",3,2,1,3250000000,421,165,rumah
Rumah Tinggal di Mainroad Pajagalan Bandung,"Astanaanyar, Bandung",4,3,2,3900000000,121,245,rumah
Jual rumah hitung tanah sayap cibadak bdg,"Astanaanyar, Bandung",0,0,1,6600000000,528,405,rumah
Terawat Banget Bikin Betah Dan Nyaman Tinggal di Rumah Komplek Kurdi Mohamad Toha Ini,"Astanaanyar, Bandung",4,3,1,3100000000,200,350,rumah
RUMAH KOKOH TERAWAT TENGAH KOTA BANDUNG SAYAP ASTANAANYAR PASIRKOJA,"Astanaanyar, Bandung",3,3,0,3600000000,127,260,rumah
Jarang Ada Rumah Sayap Astana Anyar Pusat Kota,"Astanaanyar, Bandung",3,2,0,1900000000,106,150,rumah
Rumah Modern Mewah Cocok Untuk Millenial di Karasak,"Astanaanyar, Bandung",2,2,1,1000000000,94,120,rumah
